id,QRコード読取日時,アンケート回答日時,言語,会員ID,県,エリア,業種,生まれ年,性別,国籍,世帯年収(金額),世帯年収(通貨),訪日目的ALL,観光・レジャー,家族・知人訪問,ハネムーン,学校関係の旅行,スポーツ・スポーツ観戦,イベント,留学,治療・検診,インセンティブツアー,ビジネス（展示会・見本市）,ビジネス（国際会議）,ビジネス（企業ミーティング）,ビジネス（研修）,ビジネス（その他ビジネス）,トランジット,日本国内在住,その他,同伴者,滞在日数,旅の総予算(金額),旅の総予算(通貨),宿泊予算(金額),宿泊予算(通貨),旅行情報元ALL,日本政府観光局(JNTO)ホームページ,旅行会社ホームページ,宿泊施設ホームページ,航空会社ホームページ,地方観光協会ホームページ,宿泊予約サイト(例：Agoda、Expedia、Booking.com等),口コミサイト（Tripadvisor等）,Google Mapなどの地図アプリやサイトでの検索,Instagram,X (Twitter),Facebook,YouTube,その他SNS,個人のブログ,その他インターネットサイト（検索サイトを除く）,日本政府観光局の案内所,旅行会社パンフレット,旅行ガイドブック,自国の親戚・知人,日本在住の親族・知人,旅行の展示会や見本市,テレビ番組,新聞,旅行専門誌,その他雑誌,特になし,訪日回数,訪問目的(県)ALL,日本食を食べること,日本の酒を飲むこと（日本酒・焼酎等）,旅館に宿泊,温泉入浴,自然・景勝地観光,繁華街の街歩き,ショッピング,美術館・博物館・動植物園・水族館,テーマパーク,スキー・スノーボード,その他スポーツ（ゴルフ等）,舞台・音楽鑑賞,スポーツ観戦（相撲・サッカー等）,自然体験ツアー・農山漁村体験,四季の体感（花見・紅葉・雪等）,映画・アニメ縁の地を訪問,日本の歴史・伝統文化体験,日本の日常生活体験,日本のポップカルチャーを楽しむ,上記には当てはまるものがない,訪問目的(施設)ALL,行きたい観光スポットがあったから,景観・自然・気候を楽しみたいから,行きたいお店・ここでしか購入できないものがあるから,泊まりたいホテル・旅館があるから,温泉を楽しみたいから,地域の食事や特産品を味わいたい（or買いたい）から,ドライブ・ツーリングを楽しみたいから,写真を撮影したいから,日常を離れ、バカンスを楽しみたいから,費用が手頃だから,以前に訪問し気に入ったから,友人・知人に勧められたから,テレビ・雑誌・インターネットで紹介されていたから,同行者が訪問したがったから,ツアーに組み込まれていたから,出張など用事があったため,満足度(施設),満足度の理由(施設),一人当たりの消費額(施設)(金額),一人当たりの消費額(施設)(通貨),交通手段(施設)ALL,レンタカー,借上バス,路線バス,タクシー,ハイヤー,自転車,鉄道,徒歩,認知経路(施設)ALL,家族・知人への推奨度(施設),推奨度の理由(旅行),推奨度の理由(旅行)_ja
78,2024-09-20 20:18:12,2024-09-20 20:19:15,繁体,71,富山県,立山,宿泊施設,1988,女,中国,10000,元/中国　Y(CNY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,8,10000,元/中国　Y(CNY),5000,元/中国　Y(CNY),"Google Mapなどの地図アプリやサイトでの検索
日本政府観光局の案内所
その他
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"旅館に宿泊
自然・景勝地観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
泊まりたいホテル・旅館があるから
",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,非常干? 食物好吃,2000,元/中国　Y(CNY),"路線バス
",0,0,1,0,0,0,0,0,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
",8,,
79,2024-09-21 11:08:31,2024-09-21 11:11:09,繁体,72,石川県,加賀,体験・観光施設,1992,女,台湾 ,50000,円/日本　￥(JPY),"家族・知人訪問
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,7,100000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,"旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
日本の歴史・伝統文化体験
",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"地域の食事や特産品を味わいたい（or買いたい）から
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,満足,,0,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,"日本在住の親族・知人
",10,,
80,2024-09-21 11:09:49,2024-09-21 11:14:54,英語,73,石川県,加賀,体験・観光施設,1984,男,英国,6500000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,日帰り,10000,円/日本　￥(JPY),10000,円/日本　￥(JPY),"旅行ガイドブック
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,"旅館に宿泊
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,0,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,"日本在住の親族・知人
",10,Very beautiful pottery. I think having some information written in English about the artists and year the pottery was made would be interesting for foreigners.,とても美しい陶器ですね。作家や陶器が作られた年について英語で情報が記載されていると、外国人にとって興味深いと思います。
81,2024-09-21 11:21:49,2024-09-21 11:26:27,英語,74,石川県,加賀,その他,1975,女,米国 ,100000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,日帰り,5000,円/日本　￥(JPY),0,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
口コミサイト（Tripadvisor等）
",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"日本食を食べること
自然・景勝地観光
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
テレビ・雑誌・インターネットで紹介されていたから
",1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,大変満足,,1000,円/日本　￥(JPY),"路線バス
",0,0,1,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
口コミサイト（Tripadvisor等）
",10,,
82,2024-09-21 12:14:47,2024-09-21 12:22:03,繁体,75,富山県,黒部・宇奈月,体験・観光施設,1978,女,カナダ,25000,ドル/カナダ　Can$(CAD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,49,25000,ドル/カナダ　Can$(CAD),400000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
Google Mapなどの地図アプリやサイトでの検索
Instagram
Facebook
YouTube
個人のブログ
日本政府観光局の案内所
新聞
",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"日本食を食べること
旅館に宿泊
温泉入浴
自然・景勝地観光
日本の日常生活体験
",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
泊まりたいホテル・旅館があるから
温泉を楽しみたいから
ドライブ・ツーリングを楽しみたいから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
",1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,大変満足,,40000,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,"Google Mapなどの地図アプリやサイトでの検索
YouTube
",10,"Love the view, the sea, the food nd the people",景色も海も食べ物も人々も大好きです。
83,2024-09-21 12:18:07,2024-09-21 12:25:38,繁体,76,富山県,黒部・宇奈月,体験・観光施設,1962,男,カナダ,20000,ドル/カナダ　Can$(CAD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,48,10000,ドル/カナダ　Can$(CAD),10000,ドル/カナダ　Can$(CAD),"日本政府観光局(JNTO)ホームページ
宿泊施設ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
日本政府観光局の案内所
",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"日本食を食べること
温泉入浴
自然・景勝地観光
ショッピング
美術館・博物館・動植物園・水族館
",1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
温泉を楽しみたいから
地域の食事や特産品を味わいたい（or買いたい）から
写真を撮影したいから
",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,大変満足,,2500,ドル/カナダ　Can$(CAD),"レンタカー
",1,0,0,0,0,0,0,0,"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
",10,美食，温泉酒店，小火車旅遊,美食、温泉旅館、トロッコ列車の旅
84,2024-09-22 13:52:55,2024-09-22 13:56:02,英語,77,石川県,金沢,その他,2001,男,タイ,30000,ドル/アメリカ　$(USD),"観光・レジャー
トランジット
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,友人・知人,7,1500,ドル/アメリカ　$(USD),500,ドル/アメリカ　$(USD),"旅行会社ホームページ
地方観光協会ホームページ
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
X (Twitter)
Facebook
YouTube
その他SNS
自国の親戚・知人
",0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"日本食を食べること
繁華街の街歩き
ショッピング
日本の歴史・伝統文化体験
日本の日常生活体験
",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,大変満足,,3000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"旅行会社ホームページ
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Facebook
YouTube
",8,,
85,2024-09-23 15:26:23,2024-09-23 15:31:47,英語,79,福井県,永平寺・奥越,体験・観光施設,1995,女,ロシア,1740000,円/日本　￥(JPY),"留学
日本国内在住
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,恋人,日帰り,20000,円/日本　￥(JPY),5000,円/日本　￥(JPY),"Google Mapなどの地図アプリやサイトでの検索
Instagram
日本在住の親族・知人
",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
日本の歴史・伝統文化体験
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
友人・知人に勧められたから
",1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,大変満足,,1000,円/日本　￥(JPY),"その他(By my own car)
",0,0,0,0,0,0,0,0,"Google Mapなどの地図アプリやサイトでの検索
Instagram
日本在住の親族・知人
",10,,
87,2024-09-23 20:40:16,2024-09-23 20:58:17,英語,81,石川県,金沢,体験・観光施設,1961,男,米国 ,130000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,配偶者・パートナー,14,2000,ドル/アメリカ　$(USD),1400,ドル/アメリカ　$(USD),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
YouTube
日本政府観光局の案内所
旅行ガイドブック
テレビ番組
その他
",1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
四季の体感（花見・紅葉・雪等）
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
温泉を楽しみたいから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
費用が手頃だから
以前に訪問し気に入ったから
同行者が訪問したがったから
",1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,大変満足,Wonderful area and people.,200,ドル/アメリカ　$(USD),"鉄道
",0,0,0,0,0,0,1,0,"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
宿泊施設ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
YouTube
その他
",10,,
88,2024-09-24 13:04:53,2024-09-24 13:10:08,英語,82,石川県,金沢,体験・観光施設,2002,男,その他,60000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
留学
その他
",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,友人・知人,85,6000,ユーロ/欧州連合　&euro;(XEU),3000,ユーロ/欧州連合　&euro;(XEU),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
YouTube
その他SNS
個人のブログ
自国の親戚・知人
",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
テーマパーク
その他スポーツ（ゴルフ等）
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
費用が手頃だから
友人・知人に勧められたから
同行者が訪問したがったから
",1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"Google Mapなどの地図アプリやサイトでの検索
その他SNS
その他インターネットサイト（検索サイトを除く）
自国の親戚・知人
",9,,
90,2024-09-24 20:56:43,2024-09-24 21:03:04,繁体,84,富山県,富山,体験・観光施設,1990,女,台湾 ,15500,ドル/アメリカ　$(USD),"観光・レジャー
その他
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,6,2000,ドル/アメリカ　$(USD),120,ドル/アメリカ　$(USD),"地方観光協会ホームページ
Google Mapなどの地図アプリやサイトでの検索
Facebook
YouTube
日本政府観光局の案内所
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"日本の酒を飲むこと（日本酒・焼酎等）
日本の歴史・伝統文化体験
日本の日常生活体験
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,Everything good,0,ドル/アメリカ　$(USD),"徒歩
",0,0,0,0,0,0,0,1,"地方観光協会ホームページ
",10,,
91,2024-09-24 23:45:23,2024-09-24 23:53:40,繁体,85,石川県,金沢,宿泊施設,1983,男,オーストラリア,200000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,6,100000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"Google Mapなどの地図アプリやサイトでの検索
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"日本食を食べること
温泉入浴
自然・景勝地観光
繁華街の街歩き
ショッピング
美術館・博物館・動植物園・水族館
日本の歴史・伝統文化体験
",1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,"費用が手頃だから
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,満足, Clean and tidy,7500,円/日本　￥(JPY),"レンタカー
",1,0,0,0,0,0,0,0,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
",8,"?灘海岸
因為風景美好而且可以開車","灘海岸  
景色が美しく、車で行くことができます。"
92,2024-09-25 10:54:27,2024-09-25 10:59:11,英語,87,福井県,永平寺・奥越,体験・観光施設,1996,男,イタリア,30000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
イベント
留学
インセンティブツアー
ビジネス（その他ビジネス）
",1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,自分ひとり,7,1000,ユーロ/欧州連合　&euro;(XEU),500,ユーロ/欧州連合　&euro;(XEU),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
地方観光協会ホームページ
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
日本政府観光局の案内所
",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
日本の歴史・伝統文化体験
",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"行きたい観光スポットがあったから
写真を撮影したいから
日常を離れ、バカンスを楽しみたいから
",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,大変満足,,3000,円/日本　￥(JPY),"路線バス
",0,0,1,0,0,0,0,0,"口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
",10,,
93,2024-09-26 01:04:44,2024-09-26 01:15:18,繁体,88,福井県,若狭路,宿泊施設,1991,男,台湾 ,32000,ドル/アメリカ　$(USD),"観光・レジャー
家族・知人訪問
イベント
",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,16,2000,ドル/アメリカ　$(USD),70000,円/日本　￥(JPY),"宿泊施設ホームページ
航空会社ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
Instagram
YouTube
その他SNS
旅行ガイドブック
",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,"自然・景勝地観光(駅メモのキャンペーン、100名城スタンプ)
上記には当てはまるものがない
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"その他(駅構内)
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,0,円/日本　￥(JPY),"鉄道
",0,0,0,0,0,0,1,0,"Instagram
その他SNS
旅行ガイドブック
",8,,
94,2024-09-26 08:22:00,2024-09-26 08:27:37,繁体,89,富山県,富山,宿泊施設,2000,女,台湾 ,120000,元/中国　Y(CNY),"観光・レジャー
家族・知人訪問
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,5,50000,円/日本　￥(JPY),20000,円/日本　￥(JPY),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
その他インターネットサイト（検索サイトを除く）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"日本食を食べること
ショッピング
美術館・博物館・動植物園・水族館
",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"ドライブ・ツーリングを楽しみたいから
費用が手頃だから
テレビ・雑誌・インターネットで紹介されていたから
",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,満足,,600,元/中国　Y(CNY),"鉄道
徒歩
",0,0,0,0,0,0,1,1,"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
",6,,
96,2024-09-26 17:03:53,2024-09-26 17:06:11,英語,90,福井県,永平寺・奥越,体験・観光施設,1993,男,英国,30000,ドル/アメリカ　$(USD),"観光・レジャー
家族・知人訪問
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,自分ひとり,365,30000,ドル/アメリカ　$(USD),20000,ドル/アメリカ　$(USD),"日本政府観光局(JNTO)ホームページ
宿泊施設ホームページ
航空会社ホームページ
地方観光協会ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
Google Mapなどの地図アプリやサイトでの検索
Instagram
個人のブログ
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"日本食を食べること
温泉入浴
日本の歴史・伝統文化体験
",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,2000,円/日本　￥(JPY),"路線バス
",0,0,1,0,0,0,0,0,"Google Mapなどの地図アプリやサイトでの検索
",9,,
97,2024-09-27 11:05:20,2024-09-27 11:07:42,英語,91,石川県,金沢,体験・観光施設,1989,男,英国,90000,ポンド/イギリス　&pound;(GBP),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,14,2500,ポンド/イギリス　&pound;(GBP),750,ポンド/イギリス　&pound;(GBP),"宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Google Mapなどの地図アプリやサイトでの検索
Instagram
X (Twitter)
YouTube
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"日本食を食べること
温泉入浴
ショッピング
スポーツ観戦（相撲・サッカー等）
日本の歴史・伝統文化体験
日本の日常生活体験
",1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,"行きたい観光スポットがあったから
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"Google Mapなどの地図アプリやサイトでの検索
",10,,
98,2024-09-27 11:35:44,2024-09-27 11:39:50,英語,92,石川県,金沢,体験・観光施設,1998,男,スペイン,65000,ユーロ/欧州連合　&euro;(XEU),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,Three,25000,ユーロ/欧州連合　&euro;(XEU),15000,ユーロ/欧州連合　&euro;(XEU),"旅行会社ホームページ
宿泊予約サイト(例：Agoda、Expedia、Booking.com等)
口コミサイト（Tripadvisor等）
Instagram
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"日本食を食べること
日本の酒を飲むこと（日本酒・焼酎等）
旅館に宿泊
温泉入浴
自然・景勝地観光
繁華街の街歩き
美術館・博物館・動植物園・水族館
テーマパーク
映画・アニメ縁の地を訪問
日本の歴史・伝統文化体験
日本の日常生活体験
",1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
温泉を楽しみたいから
地域の食事や特産品を味わいたい（or買いたい）から
",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"旅行会社ホームページ
",10,Enjoy and relax,楽しんで、リラックスしてね
99,2024-09-27 11:36:43,2024-09-27 11:39:50,英語,93,石川県,金沢,体験・観光施設,1990,男,スペイン,85000,ドル/アメリカ　$(USD),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,家族・親族（大人）,2,8000,ドル/アメリカ　$(USD),350,ドル/アメリカ　$(USD),"日本政府観光局(JNTO)ホームページ
旅行会社ホームページ
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"自然・景勝地観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,大変満足,,550,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"日本政府観光局(JNTO)ホームページ
",9,Ramen,ラーメン
101,2024-09-27 13:11:32,2024-09-27 13:13:39,繁体,95,富山県,高岡・氷見・射水,体験・観光施設,1990,男,台湾 ,100000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,配偶者・パートナー,6,100000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
その他SNS
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"日本食を食べること
自然・景勝地観光
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"行きたい観光スポットがあったから
景観・自然・気候を楽しみたいから
費用が手頃だから
",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,大変満足,,3000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"日本政府観光局(JNTO)ホームページ
",10,,
100,2024-09-27 13:11:06,2024-09-27 13:14:02,繁体,94,富山県,高岡・氷見・射水,体験・観光施設,1991,女,台湾 ,100000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,恋人,6,100000,円/日本　￥(JPY),50000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
地方観光協会ホームページ
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"日本食を食べること
自然・景勝地観光
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
テレビ・雑誌・インターネットで紹介されていたから
",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,満足,,3000,円/日本　￥(JPY),"徒歩
",0,0,0,0,0,0,0,1,"日本政府観光局(JNTO)ホームページ
",8,,
102,2024-09-27 19:22:33,2024-09-27 19:23:55,英語,52,石川県,金沢,体験・観光施設,1985,男,英国,6000000,円/日本　￥(JPY),"観光・レジャー
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,友人・知人,1,30000,円/日本　￥(JPY),10000,円/日本　￥(JPY),"日本政府観光局(JNTO)ホームページ
その他インターネットサイト（検索サイトを除く）
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,"日本食を食べること
温泉入浴
自然・景勝地観光
繁華街の街歩き
",1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"景観・自然・気候を楽しみたいから
写真を撮影したいから
",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,満足,,2000,円/日本　￥(JPY),"タクシー
",0,0,0,1,0,0,0,0,"その他インターネットサイト（検索サイトを除く）
",8,,
